Association,From Connection,To Connection,From Object,To Object
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1K04TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M0PTBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M0PTBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1K01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1K04TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0260
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1TF1TBWP00001/DB00383,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0340
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1TF1TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0340
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1TF1TBWP00001/RB00306,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0340
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B02TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0480
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B02TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0490
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0540
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0570
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00199,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP5TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1M01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B02TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1PSVTBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1PSVTBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1PSVTBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1FLWTBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0731
